target,1rank,2rank,3rank,4rank,5rank,6rank,7rank
257,1750,257,638,1828,2,47,1233
2355,2355,2511,153,474,25,1900,727
2004,163,1010,1321,2411,2493,571,408
2005,2005,608,279,1458,2431,226,1626
1946,1946,1019,2130,991,2613,1211,1797
2077,2077,1889,437,1786,140,1005,1444
711,711,447,221,2273,829,1258,2097
1947,1947,1121,1288,1910,1852,1448,1372
91,2649,91,645,549,104,658,2645
458,458,2568,1218,529,42,617,723
429,429,781,2020,249,1118,174,644
428,428,49,239,171,2299,904,2542
2585,2585,857,1493,1965,226,467,1131
2008,2008,662,2022,1225,1174,672,712
2285,2285,758,1543,190,805,2692,815
22,22,899,1179,739,927,161,1664
23,163,1010,1321,2411,2493,571,408
21,1628,21,1403,557,916,1914,1234
1779,163,1010,1321,2411,2493,571,408
1226,2715,1226,2117,1711,1799,686,1626
1227,1227,1480,486,1573,1733,2086,1085
1225,1225,635,781,249,2122,2022,174
1781,1781,864,966,511,2036,1786,1243
2629,2629,530,1690,2506,702,136,1018
718,718,1291,1349,880,794,1286,2571
416,416,244,1317,1307,923,1543,402
277,277,37,2594,1111,2206,1464,1694
1138,1138,1056,1476,493,2033,158,647
33,33,214,726,2050,2056,2694,297
1316,1316,656,2576,2619,2414,585,2240
560,560,2265,1711,2117,2662,2431,2420
553,553,2488,1921,563,1397,1981,2623
2723,2723,2544,2112,1576,2620,425,572
1044,1044,1893,586,1483,2330,646,1099
2722,2722,1203,2472,1672,1885,514,1615
2724,2724,2523,1569,2472,1135,1672,1235
1413,943,1413,2321,2430,827,1570,1162
987,987,1710,71,1888,2503,353,1203
1556,57,845,1556,2530,848,181,1168
2428,2428,2169,1557,1406,1461,746,2346
1605,1605,964,556,461,1999,1125,2305
5,5,340,1366,2502,2712,1470,2568
2170,2170,1104,1950,1763,2180,1201,1548
2169,2169,1667,247,1836,128,871,1273
2071,2071,1188,1732,637,587,972,1848
875,875,2577,467,2290,621,714,446
1535,58,1963,637,51,1535,1848,972
745,745,775,984,2263,404,1550,2639
1392,698,1392,403,762,54,1917,1588
2002,2002,2442,275,1533,1368,930,1637
2001,2001,2521,2000,1608,1073,517,2457
2003,492,1321,2144,1915,2584,373,1896
1019,1019,1625,1797,991,2613,592,2038
814,814,1103,1191,2122,1568,770,2601
882,882,2665,2360,382,2440,389,8
1878,1878,568,582,1870,944,2582,249
1040,3,2324,519,1040,2400,2049,1332
1039,1039,522,2443,1676,1425,2138,279
534,534,1423,2214,208,1917,823,2266
773,773,2217,1765,562,2106,1011,992
922,922,2301,611,1073,1453,414,2363
1071,1071,791,669,874,2276,612,1240
772,163,1010,1321,2411,2493,571,408
771,771,140,2467,1005,1697,2445,1109
622,622,1226,608,1294,2142,2715,2445
1220,1220,1680,740,111,808,1542,742
2501,2639,407,2501,1569,540,984,2060
803,803,979,1344,2132,1512,338,353
1031,1031,1353,1809,252,2721,213,1996
800,800,1333,1284,1668,177,1560,32
1103,1103,814,770,1736,2122,1568,1001
647,647,884,945,2472,1135,1672,1056
1455,1455,1076,2391,709,1084,2590,2204
406,406,2425,994,417,2347,450,1830
2266,2266,409,191,1852,2568,529,2109
1511,1511,355,196,2378,621,446,714
481,481,1197,430,246,993,2364,1598
1841,1841,1444,2189,2677,277,37,1868
2677,2677,434,872,1780,1255,2577,387
1327,1460,1327,908,2714,659,2594,2353
1328,298,1821,2703,1328,165,1205,350
2059,2059,310,2601,1618,2549,1431,2295
2024,1750,257,638,1828,2,47,1233
2025,2025,1261,134,636,1097,1553,886
767,767,323,1106,2013,849,1045,31
483,483,2624,1251,476,1214,949,1770
2023,2023,563,2035,2103,1407,999,2444
220,220,1870,1118,1324,1189,2658,1773
177,177,1167,728,819,1435,959,1515
2043,2043,2238,828,794,218,2085,1286
465,465,1400,79,1257,2206,2142,1411
1750,1750,257,638,1828,2,47,1233
176,665,176,2403,1974,2360,1527,382
1801,1801,839,1892,1084,1263,834,1293
2445,2445,630,1780,787,251,434,622
1737,1737,1171,1153,2202,2201,1578,83
2642,2642,2232,1846,874,809,704,2268
2561,2561,175,19,955,926,1776,2415
2562,163,1010,1321,2411,2493,571,408
2563,2563,2158,1606,1098,143,2305,2660
644,644,2279,429,815,781,737,1317
2184,965,2184,1405,1862,849,2532,801
2483,2483,1989,1938,2301,2386,2307,1979
2183,163,1010,1321,2411,2493,571,408
2182,337,149,2182,539,1638,1744,1463
2181,2181,1789,168,2645,1512,549,104
2180,2180,1548,867,755,1055,2357,2625
1001,1568,2122,1736,770,1001,1103,1225
1002,2399,1887,1002,1771,628,488,487
1810,1810,2116,513,2598,1572,1450,1921
1315,157,1315,2120,2662,1711,2117,446
1218,1218,1076,1582,2196,1455,896,2455
1693,254,1693,978,1581,1588,2732,1960
1692,1592,2548,619,1507,1193,1692,1092
2240,2240,1761,98,656,836,1091,1813
1423,1423,282,2263,48,404,775,421
2420,2420,603,2431,1596,1181,560,659
1441,1441,672,2532,662,174,2022,2418
2621,454,1303,2621,561,2455,673,1836
31,85,31,1313,1809,2721,167,1353
82,2204,82,125,1455,605,655,2074
2223,2223,801,304,204,712,1558,1517
2161,2161,2580,856,2391,142,718,1684
1243,1243,2605,1087,1105,1781,2626,2519
732,732,2580,386,640,2159,346,1183
2246,2246,2102,2027,1679,499,2262,1373
2377,2377,461,1064,2511,1125,1945,2111
351,351,1793,1626,95,528,2490,1955
2543,2543,944,385,1895,1060,1069,1618
566,566,366,2521,614,2540,1223,30
1284,800,1333,1284,1668,177,1560,32
655,605,2074,655,82,2204,125,77
1427,1342,2207,489,1480,1648,2529,550
2591,2591,1184,261,2557,266,199,1608
361,1790,1941,361,1304,843,1224,28
1053,2308,1053,2668,1114,1389,715,1499
150,163,1010,1321,2411,2493,571,408
2359,492,1321,2144,1915,2584,373,1896
1708,1708,1843,2307,1132,467,878,1793
2681,2681,1815,1010,1576,941,425,1135
77,77,1022,655,605,2074,2714,560
1888,1888,56,1710,2160,178,1188,1492
1467,1467,390,2326,161,1411,1664,739
2558,2558,2007,707,2583,922,622,366
1957,478,1957,2478,629,1135,2215,290
2633,502,2633,2062,939,2315,780,2095
889,889,273,2316,486,1377,960,1749
739,1664,739,1181,2349,383,2000,527
757,757,2256,1583,491,1584,2257,1874
2069,2069,2324,2400,519,2411,3,431
1369,1369,1329,1897,1000,148,320,490
30,30,2521,614,374,2000,2120,452
363,363,758,108,2231,1543,805,301
1929,1929,1475,1698,1189,15,1554,632
1497,1497,1232,2436,197,1778,2159,306
1046,1046,608,2542,791,695,279,985
336,336,1521,834,811,1232,1079,2104
2222,2222,156,1756,2354,651,948,2666
1736,1568,2122,1736,770,1001,1103,1225
298,298,1821,2703,1328,165,1205,350
484,484,1372,1924,1047,41,354,2259
2168,2168,2568,1970,2079,1820,512,1469
308,308,2669,1662,639,1977,1053,1926
693,693,2270,198,2262,2560,1141,1927
284,284,1479,1493,116,1965,2417,1007
1410,1410,1429,166,201,170,637,58
472,472,143,426,1392,2470,698,1439
95,95,2193,707,1695,1626,528,55
1501,1501,907,1102,221,815,768,1845
1743,1743,1024,10,657,2005,1596,1186
2689,1224,2689,2507,2215,400,1304,510
2166,2166,1430,782,1131,714,1958,1768
2662,2662,2117,1711,1315,307,157,621
474,474,727,1900,368,1050,2659,1038
96,915,1825,96,241,487,690,269
1236,1236,2632,1244,1655,2284,2171,873
1440,1440,1856,657,2234,333,163,2567
471,471,370,704,2731,1240,2268,217
470,540,1325,675,470,1763,849,1716
391,391,1135,1465,2000,1490,2278,2318
76,76,1037,1539,1144,2063,1995,2211
97,97,362,1553,0,886,794,567
1305,1305,195,1138,300,1056,499,1679
2047,2047,2682,2085,2140,2220,2129,1432
34,34,1721,2473,2663,1591,366,1181
473,492,1321,2144,1915,2584,373,1896
1078,1078,2185,1411,390,1221,2292,2326
1263,1263,497,316,1801,1621,2167,2168
1170,1170,1324,680,1118,1356,16,220
40,1256,40,0,1784,2455,1349,2706
945,945,884,2278,1492,1237,913,178
1177,1177,1285,2243,1766,2169,2458,668
1290,2727,2030,1259,1290,1194,1266,456
108,108,497,316,1892,363,1359,2608
999,999,830,2006,146,563,1615,2730
2123,2123,562,2065,773,2217,733,1394
1065,1065,86,18,646,1986,2334,710
329,329,2184,1764,675,965,973,1431
383,383,527,1664,739,810,1799,2327
1080,1080,146,1723,909,535,643,830
2431,2431,1547,2290,1806,2713,1877,2630
2654,24,2654,2259,570,995,1909,2408
2031,488,2031,1027,507,1061,460,2131
1294,1294,622,2715,1226,608,2142,4
1295,1295,2251,1187,1829,1762,1276,1642
1296,1296,841,1772,69,1418,1587,2382
1297,1297,68,1774,1203,2124,736,1817
1293,1293,839,2712,2079,2382,1084,1801
1679,1679,499,909,1723,2723,2659,535
1680,1680,1512,1220,1804,1285,2243,1235
817,817,1656,1980,353,419,1512,32
1551,525,1551,547,2015,247,237,54
2683,2683,1735,108,286,1812,2510,418
233,233,1550,880,52,2571,2208,2460
8,8,1578,2440,345,1,2201,1814
998,2099,998,1671,2442,1533,1368,275
539,337,149,2182,539,1638,1744,1463
1375,1375,1113,2413,2415,1138,2640,2671
877,877,1151,464,1369,1527,1329,2031
766,766,2055,1917,1461,1406,683,698
2636,2636,976,2105,1849,1357,1865,2148
2637,2637,2511,998,1990,2099,2002,573
663,663,1879,1140,1419,554,2380,1267
870,870,1586,1194,1290,1259,1266,2030
836,836,2699,1930,1091,719,880,849
1199,1631,1199,1276,319,1762,868,1675
1140,1140,1341,663,795,1150,1322,713
938,938,1812,2510,1160,1550,112,312
2336,2336,2014,1908,967,1987,1647,2732
995,995,2259,24,2654,2408,1811,72
969,2083,28,2354,1902,1614,2666,948
1155,1155,1561,432,1083,866,2076,378
2315,780,939,2315,1975,1838,14,263
1893,1044,1893,586,1483,2330,646,1099
2253,2253,2265,194,1840,560,1911,604
629,629,1957,478,1552,697,802,84
754,754,1651,1319,2678,1432,1677,26
599,599,1937,921,1398,2537,1821,2041
600,600,2226,2346,1360,1350,1101,1260
753,753,765,379,1693,319,1642,1762
993,993,2590,90,481,181,1838,309
974,974,315,1516,304,418,218,1517
820,2041,820,738,733,1642,1534,1829
2401,492,1321,2144,1915,2584,373,1896
645,2645,104,645,549,470,836,421
1169,1169,409,1741,484,1910,1236,868
751,751,403,1818,468,525,2576,1551
1366,1366,1820,1306,5,2382,2079,274
1211,1211,2488,2060,592,1712,1946,1552
1694,1694,1882,1318,37,277,251,2701
125,2204,82,125,1455,605,655,2074
126,126,2272,2640,385,175,242,1671
1653,2517,1216,223,122,1653,2280,99
1647,1647,2351,1003,2505,2650,729,620
157,157,1315,2120,2662,1711,2117,446
1618,1618,1393,2113,2278,831,2318,2059
2030,2727,2030,1259,1290,1194,1266,456
1981,1397,1981,2179,2116,1810,2124,2537
1602,1602,339,2640,2272,893,2280,1653
2624,2624,1251,597,512,1563,2172,2699
1209,1209,944,2657,1059,439,1183,408
256,256,655,2074,1731,605,2419,1847
2602,2602,1027,460,1961,685,302,464
268,268,2451,2289,530,1018,1690,302
280,280,961,597,836,719,2699,1091
2062,2062,1350,1816,1557,2633,502,1838
2066,2066,573,1990,879,2412,334,1052
2625,1200,2357,2625,106,1055,913,31
2676,313,1635,2524,703,1301,1433,394
101,101,165,1821,1328,2703,298,1205
99,498,99,1855,1538,841,744,1772
1892,1892,108,301,1129,2137,363,781
1903,238,1998,1289,1696,2592,2674,717
1891,1891,1434,1068,556,989,2525,2726
1882,1882,2701,1694,2054,1318,517,813
1914,2237,1914,916,1850,1332,1876,365
1915,492,1321,2144,1915,2584,373,1896
12,12,247,1287,515,774,2486,128
1829,1534,1829,2091,1295,2537,2251,820
1807,1807,1974,176,665,2403,378,1603
25,25,2355,417,2347,2286,450,994
26,26,2678,137,717,1289,39,2247
36,36,1235,2263,775,984,404,778
1785,2684,1926,1977,1785,308,2178,2158
1782,1782,43,1987,296,2433,2496,1484
69,69,397,106,1200,1314,1706,1296
1749,1749,863,2237,916,1914,889,1850
1962,1962,138,2019,1930,2699,836,719
1966,1966,1283,1620,2409,2661,1269,1335
1734,1734,978,1581,254,1693,2158,469
1534,1534,1829,2091,1295,2537,2251,820
2076,2076,1920,1036,2710,411,2165,1565
1580,1580,833,1160,2138,1846,1309,2232
2084,2084,2692,1191,758,15,595,1768
2538,2726,2538,322,715,440,1155,2453
420,420,1123,2191,1252,563,118,342
1389,786,1389,962,950,1053,2668,1268
440,440,2538,2726,1717,322,2300,1155
2512,2512,350,943,827,1162,1310,2321
1339,1339,2449,1088,472,1629,1104,698
506,506,2209,2097,640,1180,262,2163
2491,2491,410,850,2002,998,2099,2637
515,515,2486,12,935,247,1409,618
2192,2192,1908,113,2387,2441,1917,2055
1291,1291,2022,662,718,1225,1705,794
1285,1285,2243,2626,1177,240,1680,764
2207,1342,2207,489,1480,1648,2529,550
1280,1280,1579,868,1762,319,1276,2037
2471,2564,2471,1118,1563,2391,2172,512
2541,2541,4,2059,1490,1399,2318,204
2126,2126,866,853,91,1190,1956,2649
426,426,472,143,698,1104,1392,1439
345,8,1578,2440,345,1,2201,1814
1509,1509,338,158,1623,493,1285,2243
2574,408,2134,2574,1720,801,1558,74
317,317,1808,324,1869,19,2072,372
2570,2570,161,686,1024,630,1743,2349
2094,2094,314,2352,310,1042,188,2276
319,868,1276,1762,319,1199,1295,2251
335,335,2139,1196,1299,2567,1355,109
337,337,149,2182,539,1638,1744,1463
2550,2039,1371,2550,113,388,1908,2387
2112,1576,425,2620,2306,2544,2112,1700
915,915,1825,96,241,487,690,269
1433,313,1635,2524,703,1301,1433,394
2725,2725,2478,1526,1199,1631,629,392
1786,1786,1444,2189,1889,1005,864,1109
2337,2337,2567,283,1945,2297,2446,1308
2362,2362,106,2625,1200,2357,1055,2134
504,504,1468,496,2492,2315,1560,939
224,492,1321,2144,1915,2584,373,1896
1404,163,1010,1321,2411,2493,571,408
623,623,961,1134,1805,1112,1235,2019
1393,1393,1618,2084,2333,190,2113,1081
1999,1999,160,315,82,974,2458,125
1361,163,1010,1321,2411,2493,571,408
1422,2397,1422,279,1062,369,2577,428
1703,1703,2045,2463,2493,1080,134,1241
1336,1336,1081,2279,567,205,635,2082
1746,1746,2188,788,1640,587,2451,1256
779,779,246,430,2364,1352,1810,1924
2270,693,2270,198,2262,2560,1141,1927
19,19,926,1187,1921,2561,237,2650
2582,2582,1554,204,1399,2458,2223,1189
759,759,1967,272,1376,2045,643,1758
1902,2083,28,2354,1902,1614,2666,948
110,110,1082,598,358,1544,1731,1858
584,1268,1859,2174,1689,1145,962,584
583,1750,257,638,1828,2,47,1233
569,492,1321,2144,1915,2584,373,1896
109,1355,1299,109,1196,403,335,2053
2622,2622,13,620,159,2214,246,54
18,2334,18,748,2296,1193,1507,619
2598,1450,2598,1858,430,1980,419,211
2694,2694,888,186,1803,856,2422,2348
198,198,1495,1305,1113,2413,955,195
650,650,219,258,2466,899,1148,992
799,799,1626,266,1806,1547,199,1238
1900,474,727,1900,368,1050,2659,1038
1259,2727,2030,1259,1290,1194,1266,456
2034,163,1010,1321,2411,2493,571,408
1584,757,2256,1583,491,1584,2257,1874
2150,2150,2549,412,920,1097,2455,2196
1813,1813,1761,2240,658,570,1228,1909
1583,757,2256,1583,491,1584,2257,1874
2151,2151,588,1450,1242,2598,1769,2650
972,58,1963,637,51,1535,1848,972
2028,2028,414,2557,2142,1465,121,1843
1998,238,1998,1289,1696,2592,2674,717
1997,1997,612,1867,1160,1649,791,2089
621,446,621,1877,2713,1881,2662,1711
608,608,1626,226,622,2005,1806,266
1353,1996,1809,213,2721,1353,167,1777
409,409,2266,191,698,1392,2470,1439
1685,492,1321,2144,1915,2584,373,1896
1240,1240,2018,2268,2040,1649,2730,146
188,1042,1208,1633,2274,188,2322,2276
787,787,614,548,374,1943,2540,172
1525,1525,947,1311,2292,603,1664,390
2455,2455,1951,2621,454,412,1303,2549
2241,2241,2441,2085,2516,2395,393,556
206,1063,206,2367,2095,2394,1491,1202
2521,2521,30,566,2000,614,374,2120
287,287,2500,232,1620,173,1852,912
2522,2522,2569,1539,1496,2644,1503,1556
453,453,2010,2558,2007,625,207,610
2057,2057,251,2054,2121,2445,1697,1318
2058,2058,1026,2372,876,2365,2375,1777
2011,163,1010,1321,2411,2493,571,408
545,545,1766,2169,2432,1667,746,2428
971,971,2284,1354,2573,2016,956,2341
667,667,354,940,1594,2484,71,399
804,804,62,1362,1832,2329,498,2416
1334,1334,1593,971,344,666,2584,1685
1908,1908,144,2732,2192,2336,753,2039
2295,2295,332,1133,2339,1498,2059,329
2140,2140,2682,2047,2641,2085,398,2070
2141,2141,1640,788,267,1069,2289,1527
2142,2142,810,1379,414,1799,1400,622
365,1976,2038,699,679,1873,365,1332
507,1654,507,1923,2131,1991,1789,1876
970,970,2685,509,1214,2012,1719,1437
2418,2418,672,187,2532,1895,1740,2551
1184,1184,2595,452,2213,2591,2630,783
2542,2542,722,1385,239,595,2299,171
1873,1976,2038,699,679,1873,365,1332
1322,1150,1322,696,1341,2216,1428,2462
1150,1150,1322,696,1341,2216,1428,2462
1588,1588,2259,24,2654,698,1392,683
264,264,1084,424,1939,16,1837,2575
2713,1877,2713,2608,467,1547,621,446
1201,1201,1439,1104,153,898,35,403
1724,1724,1457,1449,747,635,1765,432
1725,1842,2033,1725,65,2495,275,2442
1723,535,1723,909,1576,2112,2306,1080
2306,1576,425,2620,2306,2544,2112,1700
2425,406,2425,994,417,2347,450,1830
1045,1045,701,1601,2381,849,167,2460
71,71,1710,151,734,208,1888,146
1757,1757,2524,313,2676,1635,225,405
258,258,219,650,899,992,260,1148
1979,1979,1005,414,2307,1780,1861,721
1642,1642,1486,2251,1295,2535,765,379
311,311,1141,2107,1927,1054,1193,1357
701,1045,701,1601,2381,849,167,2460
2402,318,2402,828,2586,2051,1704,1925
1266,2727,2030,1259,1290,1194,1266,456
174,249,174,1225,1777,429,1388,672
2117,2662,2117,1711,1315,307,157,621
2177,2177,1999,1327,1460,1605,308,2158
1740,1740,174,249,2418,1103,2475,1777
2291,2291,1088,75,967,88,981,130
1063,1063,206,2367,2095,2394,1491,1202
1974,665,176,2403,1974,2360,1527,382
1975,2687,1975,200,2589,14,673,669
1976,1976,2038,699,679,1873,365,1332
1977,2684,1926,1977,1785,308,2178,2158
1376,1376,1967,2404,2463,1087,2394,1491
1024,1024,2664,27,2213,686,1626,2374
316,316,497,2658,108,1812,2510,402
2309,2309,1928,642,1549,1669,264,1798
1012,1345,1012,20,742,925,2243,466
1013,1013,1864,1500,2289,2665,2498,2482
1505,1505,1070,1267,2561,1552,444,1443
2545,2545,2232,1954,244,2159,704,2642
1669,1669,2209,1084,184,604,1764,264
1358,1358,2381,701,1601,1045,1031,849
1332,1976,2038,699,679,1873,365,1332
932,932,204,2362,2605,2599,177,1146
2195,2195,2705,592,1940,991,2344,999
1496,1496,1503,2522,228,2519,919,2335
912,912,1189,1773,541,1359,2231,2658
1524,1592,2548,619,1507,1193,1692,1092
1904,1904,1478,1344,202,74,533,1623
1561,1561,190,1492,1210,178,107,700
892,892,2067,119,1327,659,281,1460
309,1838,309,1964,1471,1273,1128,993
593,593,1384,1127,651,894,2082,590
217,217,370,704,2332,1726,1795,471
1480,1342,2207,489,1480,1648,2529,550
795,795,1752,389,2170,2514,546,2255
1722,1722,500,2073,747,1544,2320,896
1744,337,149,2182,539,1638,1744,1463
2709,2709,1516,2238,1385,2021,2422,722
1928,1928,2309,1549,642,2209,235,193
872,872,2677,2577,1780,387,1255,434
873,2398,2647,1683,616,873,1655,2371
2340,2340,329,2130,2125,1356,1939,1358
1978,1978,114,2158,2177,854,1635,1217
879,2412,879,334,984,775,2263,836
925,44,925,742,1345,1012,2424,1262
1356,1356,1519,1558,1031,1720,801,1170
1847,1751,1847,1278,1776,1706,2350,903
1344,1344,1904,803,2299,632,1016,1609
2193,2193,95,608,1616,140,1458,1784
2599,2599,2474,614,1826,1714,517,180
2727,2727,2030,1259,1290,1194,1266,456
1545,1545,2447,2698,1111,240,1444,1046
1287,1287,12,1867,1522,1997,612,1450
422,422,1490,2528,51,1963,58,1535
1982,1982,1862,965,2223,2184,1405,1819
359,359,1683,873,1655,753,2398,616
688,688,93,1935,243,118,1250,1853
1450,1450,2598,1858,430,1980,419,211
2040,2040,2018,1240,2268,1910,1649,146
1107,1107,877,1151,271,2665,2323,464
596,596,2602,1961,460,685,1027,1866
331,2310,2485,331,642,1973,631,389
2417,2417,2474,1479,303,1826,985,226
1082,110,1082,598,358,1544,1731,1858
1025,1025,540,675,470,1325,778,2215
2298,2298,1099,2676,2718,1986,703,313
191,191,529,2609,2266,597,421,495
1640,788,1640,1069,2141,2289,2339,1732
367,367,2660,1952,2311,2553,1249,2328
1061,1061,488,2031,1991,1802,2131,2602
1029,1029,1824,458,2045,1451,2109,5
1991,1654,507,1923,2131,1991,1789,1876
2466,2466,2101,1094,1004,2254,258,219
1481,2490,1481,2474,1226,2715,594,517
1857,1857,2142,1608,2145,810,2307,1695
2136,2136,1030,1388,1777,876,2372,259
1333,800,1333,1284,1668,177,1560,32
1428,1428,601,1925,1391,1264,1367,2226
1570,943,1413,2321,2430,827,1570,1162
371,371,380,1229,460,1850,1961,2602
1121,1121,1288,342,1448,1947,676,558
1120,1120,523,1357,2148,1484,1270,2473
1123,1252,2191,1123,2503,420,1250,1935
1122,1122,758,1198,983,1272,2285,2692
2423,2423,575,294,2163,1498,2261,2706
1469,1469,1417,151,734,399,445,1970
112,112,2089,312,961,938,2172,213
2214,2214,534,1917,282,2622,766,1629
1167,2407,1167,819,959,859,160,61
2479,2479,2540,172,825,1445,1215,1020
2078,2078,1880,1846,716,385,2686,1805
2080,2080,1211,1261,1552,1946,205,2188
2079,2079,297,2168,2281,834,340,1293
1695,1695,1608,2120,1938,1799,810,95
1221,1221,731,878,2185,1078,2677,1005
1397,1397,1981,2179,2116,1810,2124,2537
652,652,2344,187,2277,2212,384,386
868,868,1276,1762,319,1199,1295,2251
1398,1398,921,2118,599,1394,733,738
2715,2715,1226,2117,1711,1799,686,1626
2714,2714,1839,10,560,1591,1115,281
724,724,202,2132,2278,831,1478,1723
436,436,1258,1735,15,758,2670,1102
1235,1235,2724,321,2132,2523,493,36
684,684,102,1932,1044,705,2309,1483
960,960,2316,1377,486,2237,1654,916
685,2602,1027,460,1961,685,302,464
1411,1411,465,2326,1078,1004,2090,2254
1143,1143,2202,1171,1573,149,1818,442
784,784,796,2383,372,2072,956,2171
1142,1142,2412,334,879,658,2710,1036
785,1033,785,928,1443,679,263,1072
909,535,1723,909,1576,2112,2306,1080
1530,1530,656,1813,613,2414,2619,2213
908,908,1460,2353,1327,992,260,390
1795,1795,2332,1728,217,2052,94,514
1935,688,93,1935,243,118,1250,1853
1531,1531,222,2225,758,818,734,632
1532,1028,988,1446,1213,1948,1532,658
1533,1533,2442,1368,275,2002,913,1478
1656,1656,817,208,416,173,1970,1649
1846,1846,809,2642,2078,2232,1160,1880
2581,163,1010,1321,2411,2493,571,408
152,152,990,146,272,2285,2429,704
1582,1582,2513,1076,2391,2010,1958,301
1803,1803,1444,2189,2457,2429,414,1453
1804,1804,1680,1933,505,1287,2486,1512
588,588,547,1424,2650,2151,1767,2604
526,526,1309,1063,206,1535,972,58
1589,1589,523,2448,1745,2325,2406,910
1154,1833,482,1154,412,2493,2549,920
1152,577,1152,1117,1179,899,2314,100
1683,2398,2647,1683,616,873,1655,2371
1153,1153,1254,1818,1562,1600,29,66
1624,1342,2207,489,1480,1648,2529,550
606,163,1010,1321,2411,2493,571,408
2720,2720,146,2040,716,1454,2686,282
229,229,1081,1899,1188,205,567,1298
239,239,2299,856,758,171,983,305
240,240,2709,888,1545,186,1285,2243
241,915,1825,96,241,487,690,269
243,688,93,1935,243,118,1250,1853
238,238,1998,1289,1696,2592,2674,717
242,242,834,340,1470,2712,1521,2568
2647,2398,2647,1683,616,873,1655,2371
985,985,303,1400,622,2417,2490,1481
1500,1500,56,2289,1261,1712,2060,2498
1490,2528,1490,867,422,1431,1944,1226
209,209,2387,113,2262,2690,2192,2678
2339,1133,2339,332,310,1069,1023,675
2413,1375,1113,2413,2415,1138,2640,2671
1352,2364,1352,481,779,215,1205,1824
630,630,2716,2445,434,622,1255,2057
2390,2390,798,959,2013,2586,1167,2051
1271,1271,1306,822,1659,2281,297,2495
2564,2564,2471,1118,1563,2391,2172,512
843,1790,1941,361,1304,843,1224,28
2104,1079,2104,737,1469,709,2590,1630
2409,2409,1283,316,497,640,1890,2658
1185,1185,808,111,740,885,1046,2542
2611,2611,1030,1755,1906,2136,749,2696
148,490,148,320,1000,1897,1208,2060
2202,1143,2202,1171,1573,149,1818,442
1425,1425,790,1562,1039,2643,1406,1360
86,86,991,2526,2309,1798,1065,1503
2484,2484,399,2556,555,883,1164,1469
1784,1784,1951,495,853,1023,2193,595
340,340,2568,2712,2109,2248,2079,1993
1231,1231,2154,1206,2194,1783,1157,1218
147,147,307,2595,2213,2437,1881,1711
918,918,1887,2016,2171,743,956,1737
816,816,658,2454,1142,1813,2699,1930
2461,915,1825,96,241,487,690,269
1219,1219,741,1165,631,1973,2618,2416
979,979,1569,803,1885,392,632,190
1114,1114,1053,2668,2308,1499,308,1434
2704,163,1010,1321,2411,2493,571,408
653,653,521,548,1943,1223,1881,2331
2044,2044,1326,1376,888,1967,186,807
2316,960,2316,1377,486,2237,1654,916
375,375,1628,1403,21,1374,189,1234
641,641,2497,1645,2498,2482,1013,602
2468,2468,1059,2657,2475,2113,632,1016
1451,1451,993,643,1108,57,939,845
2234,2234,333,309,2567,1471,1838,1964
1820,1820,1247,2168,1058,1366,2568,159
2185,2185,2557,521,731,1221,1078,390
1590,1590,511,421,191,2626,1789,2335
1000,490,148,320,1000,1897,1208,2060
333,333,279,2005,2577,622,77,2621
2186,2186,2450,666,2070,193,1256,968
2505,2505,868,1276,950,1762,319,1767
1062,1062,2431,10,226,2005,1596,2585
2187,2187,924,2373,2530,848,0,2279
2500,2500,1015,287,1905,815,1359,1958
2499,2499,2108,2052,1326,2313,517,1882
2497,2497,2498,2482,641,1628,21,1403
883,883,2168,2015,555,435,139,1970
2498,2498,2482,2494,212,587,1682,2552
1867,1997,612,1867,1160,1649,791,2089
864,864,1786,1459,1781,1444,2189,1445
823,823,620,2546,1488,534,9,1357
2397,2397,1422,279,1062,369,2577,428
543,543,293,2057,251,2566,2621,1994
1761,2240,1761,98,656,836,1091,1813
1762,868,1276,1762,319,1199,1295,2251
1763,1950,1763,470,540,1325,675,660
131,131,2279,1822,2500,611,781,1612
1400,1400,2142,465,2457,985,303,1379
1591,1591,783,2714,2453,1606,210,1184
1431,867,1431,2059,561,801,1490,777
1432,1432,2682,2047,1651,2043,2085,2140
1027,2602,1027,460,1961,685,302,464
716,716,1454,392,999,232,1163,2078
2344,2344,347,2696,2409,1283,652,402
1301,313,1635,2524,703,1301,1433,394
2055,766,2055,1917,1461,1406,683,698
427,427,2604,2650,620,860,2546,432
2559,2559,2120,1132,157,1315,374,2518
27,27,2595,1024,266,199,1864,2250
1300,83,1300,1644,1737,751,1542,698
342,342,1288,1121,1947,676,1448,420
1735,1735,436,108,758,2683,286,2534
1789,2181,1789,168,2645,1512,549,104
965,965,2184,1405,1862,849,2532,801
2194,2194,2096,1787,2219,1231,2154,1157
927,927,528,55,194,1226,1608,480
1286,1286,718,974,1516,315,1819,218
2061,2061,811,1232,1497,2489,726,214
2663,2663,1117,2558,1616,2292,1078,34
2039,2039,1371,2550,113,388,1908,2387
682,671,682,1937,1227,163,1851,1104
2645,2645,104,645,549,470,836,421
1783,1157,1783,986,1434,715,500,1231
2314,2314,390,2292,1525,100,739,1664
2672,2672,1504,678,338,214,2659,353
821,821,1463,1638,539,149,1744,2143
2261,2261,1202,1466,1498,2423,1063,1487
164,164,78,63,1942,2049,212,1376
